"Year","Estimated Value","Sale Price","num_rooms","num_bathrooms","carpet_area","property_tax_rate","Date","Locality","Property","Residential","Face"
2009,NA,929000,3,1,959,1.025953,2009-05-01,NA,"Single Family","Detached House","South"
2009,273700,456100,3,3,NA,1.025953,2009-05-01,"Fairfield","Single Family","Detached House","North"
2009,NA,690000,3,2,971,1.025953,2009-05-01,"Fairfield","Single Family","Detached House","East"
2009,1515640,2100000,3,1,NA,1.025953,2009-05-02,"Fairfield","Single Family","Detached House","North"
2009,246330,450000,3,3,904,1.025953,2009-05-02,"Norwalk","Single Family","Detached House","North"
2009,NA,1150000,6,6,2034,1.025953,2009-05-02,"Greenwich","Three Family","Triplex","North"
2009,384440,722500,3,1,1096,1.025953,2009-05-02,"Norwalk","Single Family","Detached House","South"
2009,1064840,1550000,3,2,1015,1.025953,2009-05-03,"Fairfield","Single Family","Detached House","West"
2009,278670,398000,3,2,1036,1.025953,2009-05-03,"Fairfield","Single Family","Detached House","East"
2009,325290,4e+05,3,1,NA,1.025953,2009-05-04,"Norwalk","Single Family","Detached House","West"
2009,105140,188000,3,3,NA,1.025953,2009-05-04,"Waterbury","Single Family","Detached House","West"
2009,333130,435000,3,1,NA,1.025953,2009-05-04,"Fairfield","?","Detached House","North"
2009,1539440,1650000,3,2,1020,1.025953,2009-05-04,"Greenwich","Single Family","Detached House","South"
2009,104580,226000,3,2,1078,1.025953,2009-05-07,"Bridgeport","Single Family","Detached House","North"
2009,1247680,2650000,3,1,1093,1.025953,2009-05-07,"Greenwich","Single Family","Detached House",NA
2009,252490,357000,3,1,NA,1.025953,2009-05-07,"Fairfield","?","Detached House","West"
2009,186620,412000,3,1,1038,1.025953,2009-05-07,"Norwalk","?","Detached House","North"
2009,150640,307500,6,4,2180,1.025953,2009-05-07,"Bridgeport","Three Family","Triplex","North"
2009,NA,180000,3,1,1055,1.025953,2009-05-07,"Waterbury","Single Family","Detached House","North"
2009,205940,250000,3,3,1013,1.025953,2009-05-07,NA,"Single Family","Detached House","South"
2009,NA,755000,3,2,996,1.025953,2009-05-08,"Norwalk","Single Family","Detached House","North"
2009,108711,225000,3,1,NA,1.025953,2009-05-08,"Bridgeport","Single Family","Detached House","North"
2009,68320,137120,4,4,NA,1.025953,2009-05-09,"Bridgeport","Two Family","Duplex","South"
2009,217980,439000,3,1,NA,1.025953,2009-05-09,"Norwalk","Single Family","Detached House","North"
2009,63280,145000,3,3,936,1.025953,2009-05-10,"Waterbury","?","Detached House","East"
2009,76160,205000,3,2,NA,1.025953,2009-05-11,"Waterbury","?","Detached House","West"
2009,965510,1262500,3,1,NA,1.025953,2009-05-11,"Fairfield","Single Family","Detached House","East"
2009,69623,280000,3,3,923,1.025953,2009-05-11,"Bridgeport","?","Detached House","West"
2009,668010,730000,3,1,NA,1.025953,2009-05-11,"Fairfield","?","Detached House","South"
2009,NA,2e+05,3,2,1037,1.025953,2009-05-11,"Bridgeport","?","Detached House","West"
2009,131670,190000,3,3,NA,1.025953,2009-05-14,"Bridgeport","Single Family","Detached House","South"
2009,640150,407500,3,1,908,1.025953,2009-05-15,"Greenwich","Single Family","Detached House","North"
2009,79590,168000,3,3,1060,1.025953,2009-05-15,"Waterbury","Single Family","Detached House","North"
2009,169610,345500,4,4,1389,1.025953,2009-05-15,"Norwalk","Two Family","Duplex","North"
2009,196980,478000,3,2,1100,1.025953,2009-05-15,"Bridgeport","Single Family","Detached House","North"
2009,4893700,4e+06,3,3,NA,1.025953,2009-05-15,"Greenwich","Single Family","Detached House","North"
2009,268730,530000,3,1,910,1.025953,2009-05-15,"Norwalk","Single Family","Detached House","West"
2009,68040,178000,4,2,1300,1.025953,2009-05-16,"Waterbury","Two Family","Duplex","North"
2009,1527540,2300000,3,1,10210,1.025953,2009-05-16,"Greenwich","Single Family","Detached House","West"
2009,69020,125000,6,5,1827,1.025953,2009-05-16,"Waterbury","?","Triplex","West"
2009,84700,1749000,30,3,951,1.025953,2009-05-17,"Waterbury","Single Family","Detached House","West"
2009,434560,784000,6,4,1991,1.025953,2009-05-17,"Greenwich","Three Family","Triplex","North"
2009,150010,315000,4,3,NA,1.025953,2009-05-17,"Bridgeport","Two Family","Duplex","East"
2009,617820,575000,3,2,926,1.025953,2009-05-18,"Fairfield","Single Family","Detached House","West"
2009,262010,5e+05,3,3,1046,1.025953,2009-05-18,"Norwalk","Single Family","Detached House","West"
2009,58450,159000,3,2,965,1.025953,2009-05-18,"Waterbury","Single Family","Detached House","East"
2009,70140,179000,4,2,1296,1.025953,2009-05-18,"Waterbury","Two Family","Duplex","South"
2009,171290,365000,3,1,1015,1.025953,2009-05-18,NA,"Single Family","Detached House","East"
2009,737590,1020000,3,1,NA,1.025953,2009-05-18,"Fairfield","?","Detached House","West"
2009,53480,235000,6,5,2176,1.025953,2009-05-18,"Waterbury","Three Family","Triplex","East"
2009,71190,209000,6,6,1838,1.025953,2009-05-21,"Waterbury","Three Family","Triplex","South"
2009,2037350,2e+06,3,2,956,1.025953,NA,"Greenwich","Single Family","Detached House","East"
2009,212940,290000,3,1,1032,1.025953,2009-05-22,"Fairfield","Single Family","Detached House","North"
2009,68880,172000,3,2,NA,1.025953,2009-05-23,NA,"Single Family","Detached House","East"
2009,80290,180000,3,3,1076,1.025953,2009-05-23,NA,"Single Family","Detached House","North"
2009,142870,329000,3,2,1020,1.025953,2009-05-23,"Waterbury","Single Family","Detached House","South"
2009,445830,630000,3,3,960,1.025953,2009-05-23,"Fairfield","?","Detached House","South"
2009,8272180,18500000,3,3,NA,1.025953,2009-05-23,"Greenwich","Single Family","Detached House","East"
2009,286226,679000,3,1,925,1.025953,2009-05-24,"Norwalk","Single Family","Detached House","North"
2009,273980,421000,3,1,NA,1.025953,2009-05-24,"Fairfield","Single Family","Detached House","West"
2009,123130,199000,4,2,1227,1.025953,2009-05-24,"Bridgeport","?","Duplex","West"
2009,1605940,1379130,3,3,NA,1.025953,2009-05-24,"Greenwich",NA,"Detached House","North"
2009,528640,895000,3,3,1082,1.025953,2009-05-24,"Greenwich","Single Family","Detached House","North"
2009,104860,191250,3,3,1086,1.025953,2009-05-25,"Waterbury","Single Family","Detached House","South"
2009,108710,78833,3,1,1081,1.025953,2009-05-29,"Bridgeport","Single Family","Detached House","West"
2009,631680,8e+05,3,3,1088,1.025953,2009-05-29,"Fairfield","Single Family","Detached House","West"
2009,NA,252000,3,2,1080,10.25953,2009-05-29,"Bridgeport","Single Family","Detached House","North"
2009,366310,507500,3,2,963,1.025953,2009-05-29,"Fairfield","Single Family","Detached House","West"
2009,1308580,1699000,3,3,1067,1.025953,2009-05-29,"Greenwich","Single Family","Detached House","West"
2009,310800,635000,3,1,NA,1.025953,2009-05-30,"Norwalk","Single Family","Detached House","South"
2009,1577240,2400000,3,3,NA,1.025953,2009-05-31,"Greenwich","Single Family","Detached House","West"
2009,594160,950000,3,2,NA,1.025953,2009-05-31,"Fairfield","?","Detached House","South"
2009,143430,335000,3,3,906,1.025953,2009-05-31,NA,"Single Family","Detached House","East"
2009,114170,197500,3,3,1098,1.025953,2009-06-01,"Bridgeport","Single Family","Detached House","West"
2009,66850,187900,4,4,1441,1.025953,2009-06-01,NA,"?","Duplex","North"
2009,82250,175000,3,3,1034,1.025953,2009-06-01,"Waterbury","Single Family","Detached House","South"
2009,722050,2175000,3,3,905,1.025953,2009-06-01,"Greenwich","Single Family","Detached House","North"
2009,1455300,2200000,3,2,1061,1.025953,2009-06-04,"Greenwich","Single Family","Detached House","West"
2009,NA,315000,3,1,1081,1.025953,2009-06-04,"Bridgeport","?","Detached House","North"
2009,156730,355000,4,4,NA,1.025953,2009-06-04,"Bridgeport","Two Family","Duplex","East"
2009,118930,212000,3,3,1032,1.025953,2009-06-04,"Waterbury","Single Family","Detached House","North"
2009,146160,345000,4,4,1226,1.025953,2009-06-05,"Bridgeport","?","Duplex","South"
2009,251370,422500,3,3,1076,1.025953,2009-06-05,"Norwalk","Single Family","Detached House","South"
2009,547260,825000,3,1,1090,1.025953,2009-06-05,"Norwalk","?","Detached House","North"
2009,912660,1500000,3,1,NA,1.025953,2009-06-05,"Fairfield","Single Family","Detached House","East"
2009,202121,415000,4,4,1220,1.025953,2009-06-05,"Bridgeport","?","Duplex","South"
2009,52720,190000,8,7,2636,1.025953,2009-06-06,"Waterbury","?","Fourplex","South"
2009,317520,580000,3,3,1072,1.025953,2009-06-06,"Norwalk","Single Family","Detached House","North"
2009,139090,288400,3,3,1022,1.025953,2009-06-06,"Bridgeport","Single Family","Detached House","West"
2009,NA,380000,3,2,NA,1.025953,2009-06-07,"Fairfield",NA,"Detached House","East"
2009,1480990,3399000,3,3,NA,1.025953,2009-06-07,"Greenwich","?","Detached House","North"
2009,1030610,1100000,3,2,NA,1.025953,2009-06-07,NA,"?","Detached House","West"
2009,312060,385000,3,3,996,1.025953,2009-06-08,"Fairfield","?","Detached House",NA
2009,639100,1650000,3,3,NA,1.025953,2009-06-08,NA,"Single Family","Detached House","West"
2009,62160,112000,3,2,1062,1.025953,2009-06-08,"Waterbury","Single Family","Detached House","South"
2009,163520,180500,4,4,NA,1.025953,2009-06-08,NA,"Two Family","Duplex","South"
2009,341530,497500,3,3,1078,1.025953,2009-06-11,"Fairfield","Single Family","Detached House","North"
2009,123270,260000,3,2,914,1.025953,2009-06-11,NA,"?","Detached House","West"
2009,119490,268000,3,2,904,1.025953,2009-06-11,"Bridgeport","Single Family","Detached House","South"
2009,430850,1475000,3,1,1069,1.025953,2009-06-11,"Fairfield","Single Family","Detached House","West"
2009,1559320,2400000,3,3,942,1.025953,2009-06-11,"Greenwich","Single Family","Detached House","South"
2009,110110,229900,3,1,928,1.025953,2009-06-12,"Bridgeport","?","Detached House","North"
2009,171472,380000,3,2,NA,1.025953,2009-06-12,"Bridgeport","Single Family","Detached House","West"
2009,NA,399000,4,2,1384,1.025953,2009-06-13,"Bridgeport","Two Family","Duplex","South"
2009,179756,5e+05,3,3,922,1.025953,2009-06-13,NA,"?","Detached House","North"
2009,1903440,3550000,3,3,NA,1.025953,2009-06-14,"Greenwich","?","Detached House","East"
2009,362040,910000,3,2,936,1.025953,2009-06-14,"Norwalk","Single Family","Detached House","East"
2009,54880,185000,6,6,NA,1.025953,2009-06-14,"Waterbury","Three Family","Triplex","West"
20090,176890,374500,3,2,1046,1.025953,2009-06-15,"Bridgeport","Single Family","Detached House","South"
2009,NA,6195000,3,2,1004,1.025953,2009-06-15,NA,"Single Family","Detached House","West"
NA,86170,185000,3,2,1014,1.025953,2009-06-15,"Waterbury","?","Detached House","North"
2009,276570,5e+05,4,2,1301,1.025953,2009-06-15,"Norwalk","?","Duplex","South"
2009,795900,1471300,3,1,988,1.025953,2009-06-15,"Greenwich","Single Family","Detached House","South"
2009,220080,466598,3,2,1053,1.025953,2009-06-15,"Norwalk","Single Family","Detached House","West"
2009,153930,331055,4,4,NA,1.025953,2009-06-15,"Bridgeport","Two Family","Duplex","South"
2009,NA,299000,3,3,NA,1.025953,2009-06-15,"Bridgeport","?","Detached House","East"
2009,81900,234900,3,2,906,1.025953,2009-06-18,"Waterbury","Single Family","Detached House","West"
2009,262220,120000,4,2,1413,1.025953,2009-06-18,"Norwalk","Two Family","Duplex","South"
2009,95970,242000,3,1,996,1.025953,2009-06-18,"Bridgeport","Single Family","Detached House","East"
2009,343000,514000,3,1,1082,1.025953,2009-06-18,"Fairfield","Single Family","Detached House","East"
2009,350770,461000,3,1,NA,1.025953,2009-06-18,"Fairfield","Single Family","Detached House","South"
2009,1376410,1450000,3,1,NA,1.025953,2009-06-18,"Greenwich","Single Family","Detached House","East"
2009,9100,93333,3,1,1082,1.025953,2009-06-18,"Waterbury","Single Family","Detached House","North"
2009,72660,197000,3,2,1051,1.025953,2009-06-19,"Bridgeport","Single Family","Detached House","North"
2009,595980,990000,3,1,1056,NA,2009-06-19,NA,"Single Family","Detached House","North"
2009,417200,625000,3,1,NA,1.025953,2009-06-19,"Norwalk","Single Family","Detached House","East"
2009,121241,135000,3,1,974,1.025953,2009-06-19,"Bridgeport","Single Family","Detached House","South"
20090,108500,208000,3,2,936,1.025953,2009-06-19,"Bridgeport","Single Family","Detached House","North"
2009,1274560,2e+06,3,2,1000,1.025953,2009-06-20,"Greenwich","Single Family","Detached House","South"
2009,416080,675000,3,3,NA,1.025953,2009-06-21,"Fairfield","Single Family","Detached House","East"
2009,117321,40000,3,2,1074,1.025953,2009-06-22,"Bridgeport","Single Family","Detached House","East"
2009,382620,565000,3,2,971,1.025953,2009-06-22,"Fairfield","?","Detached House","East"
2009,63010,159000,3,1,999,1.025953,2009-06-22,"Waterbury","Single Family","Detached House","West"
2009,NA,3300000,3,2,1005,1.025953,2009-06-22,"Fairfield","Single Family","Detached House","South"
2009,NA,220000,3,3,1060,1.025953,2009-06-22,"Waterbury","Single Family","Detached House","North"
2009,708190,1150000,3,1,996,1.025953,2009-06-25,"Fairfield","?","Detached House","North"
2009,85050,220000,3,1,1014,1.025953,2009-06-25,"Waterbury","?","Detached House","West"
2009,NA,570000,3,2,944,1.025953,2009-06-25,"Fairfield","Single Family","Detached House","East"
2009,111860,260000,3,2,984,1.025953,2009-06-25,"Bridgeport","Single Family","Detached House","East"
2009,21119910,25750000,3,2,929,1.025953,2009-06-25,"Greenwich","?","Detached House","East"
2009,2079490,3395000,3,3,1026,1.025953,2009-06-25,NA,"Single Family","Detached House","South"
2009,105910,243000,3,2,1013,1.025953,2009-06-25,"Waterbury","Single Family","Detached House","East"
2009,1076740,1540000,3,3,NA,1.025953,2009-06-25,"Greenwich","Single Family","Detached House","North"
2009,513730,810000,3,3,NA,1.025953,2009-06-25,"Fairfield","Single Family","Detached House","South"
2009,NA,570000,4,4,1367,1.025953,2009-06-26,"Norwalk","Two Family","Duplex","West"
2009,157501,334000,3,1,978,1.025953,2009-06-26,"Bridgeport","Single Family","Detached House","South"
2009,567000,1500000,3,3,955,1.025953,2009-06-26,"Norwalk","?","Detached House","East"
2009,293580,625000,3,3,1018,1.025953,2009-06-26,"Norwalk","Single Family","Detached House","South"
2009,135590,304000,4,3,1419,1.025953,2009-06-26,"Bridgeport","?","Duplex","North"
2009,36330,143000,4,3,1399,1.025953,2009-06-27,"Waterbury","Two Family","Duplex","East"
2009,374500,5e+05,3,3,1042,1.025953,2009-06-27,"Greenwich","Single Family","Detached House","North"
2009,230370,445000,3,1,1075,1.025953,2009-06-27,"Norwalk","Single Family","Detached House","South"
2009,762510,1295000,3,1,1059,1.025953,2009-06-27,"Fairfield","Single Family","Detached House","West"
2009,NA,1e+05,3,3,1010,1.025953,2009-06-27,NA,"Single Family","Detached House","East"
2009,226940,422500,3,1,NA,1.025953,2009-06-27,"Norwalk","Single Family","Detached House","East"
2009,1052590,1100000,3,1,NA,1.025953,2009-06-28,"Fairfield","Single Family","Detached House","West"
2009,124601,250000,3,3,1038,1.025953,2009-06-28,"Bridgeport","Single Family","Detached House","East"
2009,110110,150000,3,3,1074,1.025953,2009-06-28,"Bridgeport","Single Family","Detached House","North"
2009,581630,695000,3,1,NA,1.025953,2009-06-28,"Fairfield","Single Family","Detached House","West"
2009,386400,569000,3,1,928,1.025953,2009-06-28,"Fairfield","?","Detached House","South"
2009,539560,1e+06,3,1,NA,1.025953,2009-06-28,NA,"Single Family","Detached House","East"
2009,NA,605000,3,1,945,1.025953,2009-06-28,"Norwalk","Single Family","Detached House","East"
2009,538020,1195000,3,3,1059,1.025953,2009-06-29,"Greenwich","?","Detached House","West"
2009,NA,158000,3,3,NA,1.025953,2009-06-29,"Waterbury","Single Family","Detached House","East"
2009,107450,190000,4,2,1374,1.025953,2009-06-29,"Bridgeport","Two Family","Duplex","West"
2009,NA,NA,3,30,1057,1.025953,2009-06-29,"Norwalk","Single Family","Detached House","East"
2009,55090,155000,3,1,NA,1.025953,2009-06-29,"Waterbury","Single Family","Detached House","North"
2009,394940,655000,3,1,1004,1.025953,2009-07-02,"Fairfield","Single Family","Detached House","East"
2009,303940,670000,3,2,1044,1.025953,2009-07-02,"Norwalk","Single Family","Detached House","South"
2009,1211770,1830000,NA,6,NA,1.025953,2009-07-02,"Greenwich","Three Family","Triplex","South"
2009,2381820,3505000,3,1,NA,1.025953,2009-07-02,"Greenwich","?","Detached House","East"
2009,829710,1236000,3,2,NA,1.025953,2009-07-02,"Fairfield","Single Family","Detached House","South"
2009,574070,1022500,3,1,NA,1.025953,2009-07-02,"Norwalk","?","Detached House","South"
2009,NA,560000,3,1,NA,1.025953,2009-07-03,"Norwalk","Single Family","Detached House","East"
2009,417904,222000,6,5,2150,1.025953,2009-07-03,"Bridgeport","?","Triplex","West"
2009,NA,742500,3,1,1076,1.025953,2009-07-03,"Fairfield","?","Detached House","South"
2009,409010,733000,3,2,NA,1.025953,2009-07-03,"Norwalk","Single Family","Detached House","East"
2009,66150,140000,3,2,NA,1.025953,2009-07-03,"Waterbury","Single Family","Detached House","North"
2009,342930,445000,3,1,1068,1.025953,2009-07-03,"Fairfield","Single Family","Detached House","East"
2009,238770,410000,3,3,1051,1.025953,2009-07-03,"Norwalk","Single Family","Detached House","West"
2009,109550,230000,3,2,NA,1.025953,2009-07-05,"Bridgeport","Single Family","Detached House","North"
2009,607320,1400000,3,3,NA,1.025953,2009-07-05,"Greenwich","Single Family","Detached House","West"
2009,1365140,2650000,3,2,1060,1.025953,2009-07-06,"Fairfield","Single Family","Detached House","West"
